Spelling_799,Strict disipline is,needed in the,army to keep,order.,B,Error: 'disipline' should be 'discipline' (scip).,,,6,50,19
Spelling_800,Please do not,disturb the driver,while the bus,moves.,N,No error.,,,6,50,18
Spelling_801,Does he know,the way to,the village hall,from here?,N,No error.,,,10,48,16
Spelling_802,I doubt that,he will be,able to come,tonight.,N,No error.,,,8,42,12
Spelling_803,There are a,dozen eggs in,the fridge for,breakfast.,N,No error.,,,10,48,14
Spelling_804,It is too,early to go,to bed on,a Friday.,N,No error.,,,9,38,11
Spelling_805,The earth spins,on its axis,once every twenty,four hours.,N,No error.,,,11,54,17
Spelling_806,He was in,ecstacy when his,team won the,cup final.,B,Error: 'ecstacy' should be 'ecstasy' (sy).,,,9,47,16
Spelling_807,The medicine had,a strange effect,on him after,an hour.,N,No error.,,,8,52,16
Spelling_808,There were eight,people waiting for,the bus in the,rain.,N,No error.,,,5,53,18
Spelling_809,Eighty people came,to the concert,in the park,yesterday.,N,No error.,,,10,53,18
Spelling_810,You can have,either the cake,or the fruit,salad.,N,No error.,,,6,45,15
Spelling_811,Please do not,embarass me by,singing loudly in,public.,B,Error: 'embarass' should be 'embarrass' (rr).,,,7,51,17
Spelling_812,The roman emporer,wore a purple,toga and a,gold crown.,A,Error: 'emporer' should be 'emperor' (ror).,,,10,51,17
Spelling_813,He needs encouragment,to keep trying,when things get,difficult.,A,Error: 'encouragment' should be 'encouragement' (gem).,,,10,60,21
Spelling_814,The enemy troops,surrendered after a,long and hard,battle.,N,No error.,,,7,55,19
Spelling_815,Please ensure that,all the windows,are closed before,leaving.,N,No error.,,,8,58,18
Spelling_816,The entertinment at,the party included,a magician and,clown.,A,Error: 'entertinment' should be 'entertainment' (tain).,,,6,57,19
Spelling_817,The enviroment is,damaged by too,much plastic waste,pollution.,A,Error: 'enviroment' should be 'environment' (nm).,,,10,59,18
Spelling_818,The sports equiptment,is stored in,the cupboard by,the gym.,A,Error: 'equiptment' should be 'equipment' (quip).,,,8,56,21
Spelling_819,The kitchen is,fully equipped with,a cooker and,fridge.,N,No error.,,,7,52,19
Spelling_820,I like vegetables,especialy carrots and,peas with my,dinner.,B,Error: 'especialy' should be 'especially' (lly).,,,7,57,21
Spelling_821,Do not exagerate,how big the,fish was that,you caught.,B,Error: 'exagerate' should be 'exaggerate' (gg).,,,11,51,16
Spelling_822,He achieved an,excelent score in,his maths test,today.,B,Error: 'excelent' should be 'excellent' (ll).,,,6,51,17
Spelling_823,There is no,exception to the,rule about wearing,uniform.,N,No error.,,,8,53,18
Spelling_824,You should excercise,every day to,keep your heart,healthy.,A,Error: 'excercise' should be 'exercise' (exe).,,,8,55,20
Spelling_825,I was exhasted,after walking up,the steep hill,yesterday.,A,Error: 'exhasted' should be 'exhausted' (hau).,,,10,54,16
Spelling_826,The museum exibition,displayed old coins,and ancient roman,pottery.,A,Error: 'exibition' should be 'exhibition' (xhi).,,,8,64,20
Spelling_827,The existance of,dinosaurs is proven,by fossils found,underground.,A,Error: 'existance' should be 'existence' (ence).,,,12,63,19
Spelling_828,I expect that,he will arrive,late as he,usually does.,N,No error.,,,10,50,14
Spelling_829,That is an,expensive watch that,must have cost,a lot.,N,No error.,,,6,50,20
Spelling_830,He has experiance,working with computers,and fixing software,problems.,B,Error: 'experiance' should be 'experience' (ience).,,,9,67,22
Spelling_831,Can you explain,why you were,late for school,today?,N,No error.,,,6,48,15
Spelling_832,He gave an,explantion for his,absence from the,meeting.,B,Error: 'explantion' should be 'explanation' (plana).,,,8,52,18
Spelling_833,It was an,extraodinary performance by,the young ,actor on stage.,B,Error: 'extraodinary' should be 'extraordinary' (aor).,,,9,61,27
Spelling_834,The extream heat,made it difficult,to work outside,today.,A,Error: 'extream' should be 'extreme' (eme).,,,6,54,17
Spelling_835,His face was,familar but I,could not remember,his name.,B,Error: 'familar' should be 'familiar' (iar).,,,9,52,18
Spelling_836,He is famous,for writing books,about history and,war.,N,No error.,,,4,50,17
Spelling_837,My favorite subject,is art because,I love to,paint.,A,"Error: 'favorite' is US spelling, 'favourite' is UK.",,,6,48,19
Spelling_838,We go skiing,in Febuary when,there is lots,of snow.,B,Error: 'Febuary' should be 'February' (bru).,,,8,48,15
Spelling_839,The feirce dog,barked loudly at,the postman this,morning.,A,Error: 'feirce' should be 'fierce' (ie).,,,8,54,16
Spelling_840,We finaly reached,the summit of,the mountain at,noon.,A,Error: 'finaly' should be 'finally' (lly).,,,5,50,17
Spelling_841,The florescent light,hummed quietly in,the corner of,the room.,A,Error: 'florescent' should be 'fluorescent' (luo).,,,9,59,20
Spelling_842,Learning a foriegn,language takes a,lot of time,and effort.,B,Error: 'foriegn' should be 'foreign' (ei).,,,11,56,18
Spelling_843,Do not forget,to bring your,swimming kit on,Tuesday.,N,No error.,,,8,49,15
Spelling_844,There were fourty,people at the,party last Saturday,night.,A,Error: 'fourty' should be 'forty' (forty).,,,6,55,19
Spelling_845,Please step foward,when your name,is called out,loudly.,A,Error: 'foward' should be 'forward' (rw).,,,7,52,18
Spelling_846,My best freind,helps me with,my homework after,school.,A,Error: 'freind' should be 'friend' (ie).,,,7,51,17
Spelling_847,It was a,frightning experience to,be lost in,the woods.,B,Error: 'frightning' should be 'frightening' (ten).,,,8,52,24
Spelling_848,Fresh fruit is,a healthy snack,to eat at,break time.,N,No error.,,,9,49,15
Spelling_849,For futher details,please see the,notice board in,the hall.,A,Error: 'futher' should be 'further' (fur).,,,9,56,18
Spelling_850,I garantee that,you will enjoy,this exciting new,film.,A,Error: 'garantee' should be 'guarantee' (gua).,,,5,51,17
Spelling_851,Use the temperature,guage to check,how hot the,water is.,B,Error: 'guage' should be 'gauge' (au).,,,9,53,19
Spelling_852,I generally walk,to school unless,it is raining,hard.,N,No error.,,,5,50,16
Spelling_853,I got the,jist of the,conversation even though,it was quiet.,B,Error: 'jist' should be 'gist' (gi).,,,9,57,24
Spelling_854,She looked glamourous,in her long,evening gown and,jewels.,B,Error: 'glamourous' should be 'glamorous' (mor).,,,7,55,21
Spelling_855,The goverment decides,how much tax,we have to,pay.,A,Error: 'goverment' should be 'government' (nm).,,,4,47,21
Spelling_856,Check your grammer,and spelling before,you hand in,work.,A,Error: 'grammer' should be 'grammar' (mar).,,,5,53,19
Spelling_857,I am greatful,for the lovely,present you gave,me.,A,Error: 'greatful' should be 'grateful' (gra).,,,3,46,16
Spelling_858,The security gaurd,watched the screens,all through the,night.,A,Error: 'gaurd' should be 'guard' (gua).,,,6,58,19
Spelling_859,Whatever happend to,the old car,you used to,drive?,A,Error: 'happend' should be 'happened' (pened).,,,6,47,19
Spelling_860,Do not harrass,the wildlife when,you visit the,park.,B,Error: 'harrass' should be 'harass' (one r).,,,5,49,17
Spelling_861,I can hear,the birds singing,in the trees,outside.,N,No error.,,,8,47,17
Spelling_862,The height of,the wall is,about two metres,tall.,N,No error.,,,5,45,16
Spelling_863,The snow is,a hinderance to,drivers on the,roads.,B,Error: 'hinderance' should be 'hindrance' (dra).,,,6,46,15
Spelling_864,He is an,honorary member of,the local history,society.,N,No error.,,,8,51,18
Spelling_865,It was a,humourous book that,made me laugh,aloud.,B,Error: 'humourous' should be 'humorous' (morous).,,,6,46,19
Spelling_866,Please show your,identity card to,enter the building,today.,N,No error.,,,6,56,18
Spelling_867,His idiosyncracy is,whistling while he,works at his,desk.,A,Error: 'idiosyncracy' should be 'idiosyncrasy' (sy).,,,5,54,19
Spelling_868,Come home immediatly,after school has,finished for the,day.,B,Error: 'immediatly' should be 'immediately' (ately).,,,4,56,20
Spelling_869,The traffic incedint,caused long delays,on the motorway,today.,A,Error: 'incedint' should be 'incident' (ci).,,,6,59,20
Spelling_870,She is an,independant girl who,likes to do,things alone.,B,Error: 'independant' should be 'independent' (pend).,,,9,53,20
Spelling_871,Do not interfeer,with the experiment,or it might,fail.,B,Error: 'interfeer' should be 'interfere' (fere).,,,5,51,19
Spelling_872,Do not interupt,people when they,are speaking to,you.,B,Error: 'interupt' should be 'interrupt' (rr).,,,4,50,16
Spelling_873,The chocolate cake,was irresistable and,I ate two,slices.,B,Error: 'irresistable' should be 'irresistible' (ible).,,,7,54,20
Spelling_874,We swam to,the island in,the middle of,the lake.,N,No error.,,,9,45,13
Spelling_875,He felt jealous,of his brother's,new bike and,toys.,N,No error.,,,5,48,16
Spelling_876,The silver jewellry,shone brightly in,the shop window,display.,A,Error: 'jewellry' should be 'jewellery' (lle).,,,8,59,19
Spelling_877,His knowlege of,geography helped him,win the quiz,today.,A,Error: 'knowlege' should be 'knowledge' (ledge).,,,6,53,20
Spelling_878,The science labratory,has many benches,and gas taps,inside.,A,Error: 'labratory' should be 'laboratory' (bora).,,,7,56,21
Spelling_879,Learning a language,takes a lot,of practice and,time.,N,No error.,,,5,50,19
Spelling_880,I use my,liesure time to,play football and,read.,B,Error: 'liesure' should be 'leisure' (leis).,,,5,45,17
Spelling_881,Measure the lenth,of the room,before buying the,carpet.,B,Error: 'lenth' should be 'length' (ngth).,,,7,52,17
Spelling_882,He works as,a liason officer,between the two,schools.,B,Error: 'liason' should be 'liaison' (iai).,,,8,50,16
Spelling_883,The public libary,has thousands of,books you can,borrow.,B,Error: 'libary' should be 'library' (brary).,,,7,53,17
Spelling_884,A flash of,lightening lit up,the dark night,sky.,B,Error: 'lightening' should be 'lightning' (ning).,,,4,45,17
Spelling_885,Listen carefully to,the instructions before,you start the,test.,N,No error.,,,5,60,23
Spelling_886,He was litterally,shaking with fear,when he saw,the ghost.,B,Error: 'litterally' should be 'literally' (lit).,,,10,55,17
Spelling_887,Do not loose,your ticket or,you cannot get,in.,B,Error: 'loose' should be 'lose' (one o).,,,3,43,14
Spelling_888,Regular maintainance keeps,the machine working,smoothly and very,safely.,A,Error: 'maintainance' should be 'maintenance' (ten).,,,7,69,26
Spelling_889,The view was,marvellous from the,top of the,cliff.,N,No error.,,,6,47,19
Spelling_890,The doctor's medecine,tasted bitter but,it made me,better.,A,Error: 'medecine' should be 'medicine' (dic).,,,7,55,21
Spelling_891,The wildflowers in,the medow looked,beautiful in the,spring.,B,Error: 'medow' should be 'meadow' (ead).,,,7,57,18
Spelling_892,A new millenium,began in the,year two thousand,exactly.,B,Error: 'millenium' should be 'millennium' (nn).,,,8,52,17
Spelling_893,He collects minature,soldiers and paints,them very carefully,indeed.,A,Error: 'minature' should be 'miniature' (nia).,,,7,65,20
Spelling_894,The mischevious puppy,chewed my slipper,while I was,asleep.,B,Error: 'mischevious' should be 'mischievous' (chiev).,,,7,56,21
Spelling_895,A box of,misellaneous toys was,left in the,attic.,B,Error: 'misellaneous' should be 'miscellaneous' (sc).,,,6,46,21
Spelling_896,I miss my,friends when I,go away on,holiday.,N,No error.,,,8,41,14
Spelling_897,He pulled a,muscle in his,leg while playing,rugby.,N,No error.,,,6,47,17
Spelling_898,A misterious stranger,knocked on the,door late at,night.,A,Error: 'misterious' should be 'mysterious' (mys).,,,6,53,21
Spelling_899,It is necessary,to wear a,seatbelt in the,car.,N,No error.,,,4,43,15
Spelling_900,It is neccessary,to arrive early,to get a,seat.,B,Error: 'neccessary' should be 'necessary' (cess).,,,5,44,16
Spelling_901,My next door,neigbour is friendly,and helps us,often.,B,Error: 'neigbour' should be 'neighbour' (ghb).,,,6,50,20
Spelling_902,My brother's daughter,is my neice,and she visits,weekly.,B,Error: 'neice' should be 'niece' (ie).,,,7,53,21
Spelling_903,Neither of the,answers on the,page was actually,correct.,N,No error.,,,8,53,17
Spelling_904,There are ninty,minutes in a,standard football match,game.,A,Error: 'ninty' should be 'ninety' (nety).,,,5,55,23
Spelling_905,There was a,noticable difference in,the temperature this,morning.,B,Error: 'noticable' should be 'noticeable' (tice).,,,8,62,23
Spelling_906,The noise is,a nuesance when,I am trying,to sleep.,B,Error: 'nuesance' should be 'nuisance' (nuis).,,,9,47,15
Spelling_907,The obedient dog,sat down when,his owner told,him.,N,No error.,,,4,47,16
Spelling_908,On this occassion,I will forgive,you for being,late.,B,Error: 'occassion' should be 'occasion' (casion).,,,5,49,17
Spelling_909,The accident occured,on the corner,of the busy,street.,B,Error: 'occured' should be 'occurred' (rr).,,,7,51,20
Spelling_910,It will not,occur again I,promise you that,now.,N,No error.,,,4,44,16
Spelling_911,I often walk,to the park,to feed the,ducks.,N,No error.,,,6,40,12
Spelling_912,Do not omit,any important details,from your report,please.,N,No error.,,,7,55,21
Spelling_913,Black is the,oppisite of white,on the colour,wheel.,B,Error: 'oppisite' should be 'opposite' (oppo).,,,6,48,17
Spelling_914,This is the,origional version of,the document I,wrote.,B,Error: 'origional' should be 'original' (gin).,,,6,51,20
Spelling_915,The road runs,paralel to the,railway line for,miles.,B,Error: 'paralel' should be 'parallel' (llel).,,,6,49,16
Spelling_916,The members of,parlament debate new,laws in the,chamber.,B,Error: 'parlament' should be 'parliament' (rliam).,,,8,53,20
Spelling_917,Every single partical,of dust was,cleaned from the,room.,B,Error: 'partical' should be 'particle' (cle).,,,5,53,21
Spelling_918,Is there a,particuler reason why,you are crying,today?,B,Error: 'particuler' should be 'particular' (cular).,,,6,51,21
Spelling_919,You need patience,to solve this,difficult puzzle on,your own.,N,No error.,,,9,58,19
Spelling_920,The cricket pavillion,has a green,roof and white,walls.,B,Error: 'pavillion' should be 'pavilion' (vil).,,,6,52,21
Spelling_921,Many people came,to watch the,parade in the,street.,N,No error.,,,7,48,16
Spelling_922,You must be,persistant if you,want to achieve,success.,B,Error: 'persistant' should be 'persistent' (tent).,,,8,51,17
Spelling_923,Only authorised personnel,are allowed in,this area of,building.,N,No error.,,,9,60,25
Spelling_924,I tried to,persuade him to,join our football,team.,N,No error.,,,5,47,17
Spelling_925,Building walls is,hard physicle work,that makes you,strong.,B,Error: 'physicle' should be 'physical' (sical).,,,7,56,18
Spelling_926,Would you like,a peice of,fruit or a,biscuit?,B,Error: 'peice' should be 'piece' (ie).,,,8,42,14
Spelling_927,The local poltician,visited the school,to give a,speech.,B,Error: 'poltician' should be 'politician' (liti).,,,7,53,19
Spelling_928,Football is popular,all over the,world with many,fans.,N,No error.,,,5,51,19
Spelling_929,The ring is,her most prized,posession in the,world.,C,Error: 'posession' should be 'possession' (ssess).,,,6,48,16
