Question,Image,Option A,Option B,Option C,Option D,Option E,Answer,Difficulty,Topic,Type,Ref
"Ben is now twice his sister's age.
In 5 years' time, Ben will be 25.
How old will his sister be then?",,10,12,20,15,17,15,29,Logic,Multiple Choice,P4Q29_31
"Adam is now three times his cousin's age.
In 10 years' time, Adam will be 28.
How old will his cousin be then?",,6,9,18,16,18,16,29,Logic,Multiple Choice,P4Q29_32
"Tom is now twice his sister's age.
In 10 years' time, Tom will be 28.
How old will his sister be then?",,14,21,19,9,18,19,29,Logic,Multiple Choice,P4Q29_33
"Tom is now twice his brother's age.
In 4 years' time, Tom will be 20.
How old will his brother be then?",,16,8,14,10,12,12,29,Logic,Multiple Choice,P4Q29_34
"Adam is now twice his sister's age.
In 10 years' time, Adam will be 16.
How old will his sister be then?",,15,3,8,13,6,13,29,Logic,Multiple Choice,P4Q29_35
"Tom is now three times his brother's age.
In 2 years' time, Tom will be 26.
How old will his brother be then?",,24,8,12,10,11,10,29,Logic,Multiple Choice,P4Q29_36
"Ian is now three times his brother's age.
In 6 years' time, Ian will be 21.
How old will his brother be then?",,13,15,7,11,5,11,29,Logic,Multiple Choice,P4Q29_37
"Ian is now three times his sister's age.
In 4 years' time, Ian will be 19.
How old will his sister be then?",,9,5,15,6,11,9,29,Logic,Multiple Choice,P4Q29_38
"Ian is now twice his sister's age.
In 6 years' time, Ian will be 24.
How old will his sister be then?",,17,18,12,15,9,15,29,Logic,Multiple Choice,P4Q29_39
"Adam is now twice his sister's age.
In 3 years' time, Adam will be 19.
How old will his sister be then?",,11,9,8,16,13,11,29,Logic,Multiple Choice,P4Q29_40
"Ben is now twice his sister's age.
In 2 years' time, Ben will be 30.
How old will his sister be then?",,15,18,28,14,16,16,29,Logic,Multiple Choice,P4Q29_41
"Adam is now three times his brother's age.
In 2 years' time, Adam will be 20.
How old will his brother be then?",,8,6,18,8,10,8,29,Logic,Multiple Choice,P4Q29_42
"Tom is now twice his brother's age.
In 8 years' time, Tom will be 20.
How old will his brother be then?",,6,12,16,14,10,14,29,Logic,Multiple Choice,P4Q29_43
"Tom is now three times his cousin's age.
In 8 years' time, Tom will be 29.
How old will his cousin be then?",,15,7,21,17,9,15,29,Logic,Multiple Choice,P4Q29_44
"Tom is now twice his cousin's age.
In 5 years' time, Tom will be 29.
How old will his cousin be then?",,12,19,17,14,24,17,29,Logic,Multiple Choice,P4Q29_45
"Tom is now three times his sister's age.
In 10 years' time, Tom will be 31.
How old will his sister be then?",,19,21,17,10,7,17,29,Logic,Multiple Choice,P4Q29_46
"Tom is now twice his brother's age.
In 3 years' time, Tom will be 23.
How old will his brother be then?",,10,20,11,15,13,13,29,Logic,Multiple Choice,P4Q29_47
"Tom is now three times his sister's age.
In 8 years' time, Tom will be 17.
How old will his sister be then?",,13,3,5,11,9,11,29,Logic,Multiple Choice,P4Q29_48
"Tom is now twice his sister's age.
In 6 years' time, Tom will be 24.
How old will his sister be then?",,18,9,17,15,12,15,29,Logic,Multiple Choice,P4Q29_49
"Ben is now twice his brother's age.
In 7 years' time, Ben will be 31.
How old will his brother be then?",,21,24,15,19,12,19,29,Logic,Multiple Choice,P4Q29_50
"The arrow shows how much the sack of sugar weighs. If another 300 g of sugar are added, what will the total weight be?",P2Q30_1.png,4.6 kg,1.9 kg,2.1 kg,2 kg,1.3 kg,1.9 kg,30,Measures,Image,P2Q30_1
"The arrow shows how much the sack of sugar weighs. If another 200 g of sugar are added, what will the total weight be?",P2Q30_2.png,3.2 kg,3.4 kg,3.9 kg,5.2 kg,3 kg,3.4 kg,30,Measures,Image,P2Q30_2
"The arrow shows how much the sack of sugar weighs. If another 200 g of sugar are added, what will the total weight be?",P2Q30_3.png,7.2 kg,7.8 kg,9.6 kg,7.4 kg,7.9 kg,7.8 kg,30,Measures,Image,P2Q30_3
"The arrow shows how much the sack of sugar weighs. If another 200 g of sugar are added, what will the total weight be?",P2Q30_4.png,7.2 kg,9.2 kg,7.4 kg,7.5 kg,7 kg,7.4 kg,30,Measures,Image,P2Q30_4
"The arrow shows how much the sack of sugar weighs. If another 400 g of sugar are added, what will the total weight be?",P2Q30_5.png,5.5 kg,4.2 kg,4.4 kg,5 kg,8.6 kg,5 kg,30,Measures,Image,P2Q30_5
"The arrow shows how much the sack of sugar weighs. If another 500 g of sugar are added, what will the total weight be?",P2Q30_6.png,1.8 kg,1.5 kg,0.7 kg,1.7 kg,6.2 kg,1.7 kg,30,Measures,Image,P2Q30_6
"The arrow shows how much the sack of sugar weighs. If another 500 g of sugar are added, what will the total weight be?",P2Q30_7.png,5.5 kg,6.1 kg,4.9 kg,10.4 kg,5.9 kg,5.9 kg,30,Measures,Image,P2Q30_7
"The arrow shows how much the sack of sugar weighs. If another 600 g of sugar are added, what will the total weight be?",P2Q30_8.png,4.4 kg,4.6 kg,9.8 kg,3.6 kg,3.2 kg,4.4 kg,30,Measures,Image,P2Q30_8
"The arrow shows how much the sack of sugar weighs. If another 300 g of sugar are added, what will the total weight be?",P2Q30_9.png,6.8 kg,3.5 kg,4.2 kg,3.3 kg,4.1 kg,4.1 kg,30,Measures,Image,P2Q30_9
"The arrow shows how much the sack of sugar weighs. If another 200 g of sugar are added, what will the total weight be?",P2Q30_10.png,7.2 kg,7.4 kg,7.9 kg,7.8 kg,9.6 kg,7.8 kg,30,Measures,Image,P2Q30_10
"The arrow shows how much the sack of sugar weighs. If another 400 g of sugar are added, what will the total weight be?",P2Q30_11.png,2.8 kg,6.4 kg,3.3 kg,2 kg,2.4 kg,2.8 kg,30,Measures,Image,P2Q30_11
"The arrow shows how much the sack of sugar weighs. If another 600 g of sugar are added, what will the total weight be?",P2Q30_12.png,12.6 kg,6.6 kg,6 kg,7.3 kg,7.2 kg,7.2 kg,30,Measures,Image,P2Q30_12
"The arrow shows how much the sack of sugar weighs. If another 300 g of sugar are added, what will the total weight be?",P2Q30_13.png,1.3 kg,1.8 kg,1.7 kg,1.1 kg,4.4 kg,1.7 kg,30,Measures,Image,P2Q30_13
"The arrow shows how much the sack of sugar weighs. If another 400 g of sugar are added, what will the total weight be?",P2Q30_14.png,6.3 kg,6.2 kg,5.4 kg,9.8 kg,6.3 kg,6.2 kg,30,Measures,Image,P2Q30_14
"The arrow shows how much the sack of sugar weighs. If another 300 g of sugar are added, what will the total weight be?",P2Q30_15.png,3.7 kg,6.4 kg,3.3 kg,4.2 kg,3.1 kg,3.7 kg,30,Measures,Image,P2Q30_15
"The arrow shows how much the sack of sugar weighs. If another 400 g of sugar are added, what will the total weight be?",P2Q30_16.png,8.2 kg,9.1 kg,9 kg,12.6 kg,8.4 kg,9 kg,30,Measures,Image,P2Q30_16
"The arrow shows how much the sack of sugar weighs. If another 200 g of sugar are added, what will the total weight be?",P2Q30_17.png,3.2 kg,1.2 kg,1 kg,1.6 kg,1.4 kg,1.4 kg,30,Measures,Image,P2Q30_17
"The arrow shows how much the sack of sugar weighs. If another 300 g of sugar are added, what will the total weight be?",P2Q30_18.png,6.4 kg,6 kg,8.6 kg,5.3 kg,5.9 kg,5.9 kg,30,Measures,Image,P2Q30_18
"The arrow shows how much the sack of sugar weighs. If another 300 g of sugar are added, what will the total weight be?",P2Q30_19.png,2.2 kg,1.3 kg,4.4 kg,1.7 kg,1.1 kg,1.7 kg,30,Measures,Image,P2Q30_19
"The arrow shows how much the sack of sugar weighs. If another 600 g of sugar are added, what will the total weight be?",P2Q30_20.png,4 kg,9.2 kg,3.8 kg,2.6 kg,3.6 kg,3.8 kg,30,Measures,Image,P2Q30_20
This board is made up of two rectangular sections. One is 25cm wide and the other is 10cm wide. Both are 60cm high. What is the total perimeter of these sections in cm?,P3Q30_1.png,155.0 cm,309 cm,2100 cm,311 cm,310 cm,310 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_1
This set of flower beds is made up of two rectangular sections. One is 0.8m wide and the other is 0.4m wide. Both are 0.9m high. What is the total perimeter of these sections in m?,P3Q30_2.png,1.08 m,6.0 m,5.0 m,4.2 m,3.0 m,6.0 m,30,Measure - Perimeter,Multiple Choice,P3Q30_2
This set of flower beds is made up of two rectangular sections. One is 0.5m wide and the other is 0.5m wide. Both are 1.2m high. What is the total perimeter of these sections in m?,P3Q30_3.png,6.8 m,1.2 m,5.8 m,3.4 m,4.4 m,6.8 m,30,Measure - Perimeter,Multiple Choice,P3Q30_3
"This window is made up of one central section (width 1.0m) and two side sections (width 0.4m), all with height 1.2m. What is the total perimeter of these sections in m?",P3Q30_4.png,2.16 m,5.4 m,9.8 m,10.8 m,6.0 m,10.8 m,30,Measure - Perimeter,Multiple Choice,P3Q30_4
"This set of frames is made up of three identical sections, each with height 30cm and width 25cm. What is the total perimeter of these sections in cm?",P3Q30_5.png,2250 cm,165.0 cm,330 cm,331 cm,329 cm,330 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_5
"This room divider is made up of four identical panels, each 1.8m high and 0.6m wide. What is the total perimeter of these sections in m?",P3Q30_6.png,9.6 m,4.32 m,18.2 m,19.2 m,8.4 m,19.2 m,30,Measure - Perimeter,Multiple Choice,P3Q30_6
This board is made up of two rectangular sections. One is 25cm wide and the other is 10cm wide. Both are 20cm high. What is the total perimeter of these sections in cm?,P3Q30_7.png,110 cm,75.0 cm,150 cm,151 cm,149 cm,150 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_7
This board is made up of two rectangular sections. One is 25cm wide and the other is 10cm wide. Both are 20cm high. What is the total perimeter of these sections in cm?,P3Q30_8.png,150 cm,110 cm,149 cm,151 cm,75.0 cm,150 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_8
This set of flower beds is made up of two rectangular sections. One is 0.5m wide and the other is 0.4m wide. Both are 1.5m high. What is the total perimeter of these sections in m?,P3Q30_9.png,3.9 m,1.35 m,6.8 m,7.8 m,4.8 m,7.8 m,30,Measure - Perimeter,Multiple Choice,P3Q30_9
This set of flower beds is made up of two rectangular sections. One is 0.5m wide and the other is 0.4m wide. Both are 1.8m high. What is the total perimeter of these sections in m?,P3Q30_10.png,1.62 m,4.5 m,5.4 m,8.0 m,9.0 m,9.0 m,30,Measure - Perimeter,Multiple Choice,P3Q30_10
This board is made up of two rectangular sections. One is 15cm wide and the other is 20cm wide. Both are 60cm high. What is the total perimeter of these sections in cm?,P3Q30_11.png,2100 cm,311 cm,310 cm,155.0 cm,309 cm,310 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_11
"This entrance is made up of one central section (width 0.6m) and two side sections (width 0.4m), all with height 2.0m. What is the total perimeter of these sections in m?",P3Q30_12.png,2.8 m,14.8 m,6.8 m,7.4 m,13.8 m,14.8 m,30,Measure - Perimeter,Multiple Choice,P3Q30_12
This board is made up of two rectangular sections. One is 20cm wide and the other is 15cm wide. Both are 20cm high. What is the total perimeter of these sections in cm?,P3Q30_13.png,110 cm,150 cm,149 cm,75.0 cm,151 cm,150 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_13
"This entrance is made up of one central section (width 1.2m) and two side sections (width 0.6m), all with height 2.1m. What is the total perimeter of these sections in m?",P3Q30_14.png,17.4 m,5.04 m,9.0 m,8.7 m,16.4 m,17.4 m,30,Measure - Perimeter,Multiple Choice,P3Q30_14
"This window is made up of one central section (width 1.0m) and two side sections (width 0.6m), all with height 2.1m. What is the total perimeter of these sections in m?",P3Q30_15.png,4.62 m,8.5 m,17.0 m,8.6 m,16.0 m,17.0 m,30,Measure - Perimeter,Multiple Choice,P3Q30_15
"This set of frames is made up of three identical sections, each with height 40cm and width 20cm. What is the total perimeter of these sections in cm?",P3Q30_16.png,200 cm,2400 cm,361 cm,360 cm,359 cm,360 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_16
"This set of frames is made up of three identical sections, each with height 50cm and width 30cm. What is the total perimeter of these sections in cm?",P3Q30_17.png,481 cm,4500 cm,480 cm,240.0 cm,280 cm,480 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_17
"This window is made up of one central section (width 0.6m) and two side sections (width 0.6m), all with height 2.1m. What is the total perimeter of these sections in m?",P3Q30_18.png,16.2 m,8.1 m,15.2 m,7.8 m,3.78 m,16.2 m,30,Measure - Perimeter,Multiple Choice,P3Q30_18
This board is made up of two rectangular sections. One is 40cm wide and the other is 20cm wide. Both are 40cm high. What is the total perimeter of these sections in cm?,P3Q30_19.png,200 cm,279 cm,140.0 cm,280 cm,2400 cm,280 cm,30,Measure - Perimeter,Multiple Choice,P3Q30_19
"This window is made up of one central section (width 1.0m) and two side sections (width 0.5m), all with height 0.9m. What is the total perimeter of these sections in m?",P3Q30_20.png,4.7 m,9.4 m,5.8 m,8.4 m,1.8 m,9.4 m,30,Measure - Perimeter,Multiple Choice,P3Q30_20
Which of these is the smallest?,,6.98%,1/15,7.08%,0.064,4/40,0.064,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_1
Which of these is the smallest?,,1/20,2/25,5.65%,0.052,6.78%,1/20,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_2
Which of these is the smallest?,,0.064,3.76%,0.033,1/15,5.14%,0.033,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_3
Which of these is the smallest?,,1/15,0.06,5.94%,5.96%,1/10,5.94%,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_4
Which of these is the smallest?,,8.48%,4/50,0.085,8.23%,3/30,4/50,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_5
Which of these is the smallest?,,1/20,6.22%,0.059,1/15,5.60%,1/20,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_6
Which of these is the smallest?,,3.97%,4.09%,0.033,2/40,2/30,0.033,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_7
Which of these is the smallest?,,2/30,0.05,5.15%,1/10,5.49%,0.05,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_8
Which of these is the smallest?,,0.026,1/20,1/40,3.28%,2.43%,2.43%,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_9
Which of these is the smallest?,,3/40,1/10,5.70%,5.15%,0.053,5.15%,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_10
Which of these is the smallest?,,0.063,6.71%,3/40,6.27%,2/40,2/40,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_11
Which of these is the smallest?,,1/20,6.37%,4/50,6.93%,0.079,1/20,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_12
Which of these is the smallest?,,8.45%,0.074,2/20,1/10,7.67%,0.074,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_13
Which of these is the smallest?,,4/50,2/25,7.10%,6.89%,0.069,6.89%,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_14
Which of these is the smallest?,,1/20,3/30,0.073,7.56%,7.14%,1/20,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_15
Which of these is the smallest?,,0.043,1/25,4.21%,3.88%,1/40,1/40,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_16
Which of these is the smallest?,,2/25,7.70%,0.07,7.58%,1/10,0.07,30,"Fractions, Decimals, Percentages",Multiple Choice,P4Q30_17
